MAE,MSE,RMSE
480.87831875000006,1033076.4002812499,791.0850062500002,
438.12725624999996,860206.7884187499,743.18090625,
447.0429625,929458.4083187501,753.48189375,
428.14234375,873088.6814062499,708.8228125,
441.7931625,938488.15904375,727.2679125000001,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
