Train Accuracy,Validation Accuracy,Test Accuracy,Train F1,Validation F1,Test F1,Train WMSEnominal,Validation WMSEnominal,Test WMSEnominal
0.9993164305244842,0.9993164305244842,0.8967452300785635,0.992343037037037,0.992343037037037,NaN,0.01433916662318211,0.01433916662318211,1.0692131999898493,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
