MAE,MSE,RMSE
306.76506875000007,519290.38305625,480.67978125,
281.637575,432686.749625,426.43673125000004,
281.22978125000003,420520.17237499997,425.51291249999997,
281.43203750000004,430052.03345,428.10288125,
284.4641562500001,462473.13415625,432.43698749999993,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
