Train AUROC, Train AUPRC, Test AUROC, Test AUPRC
1.0,0.11706251851851848,0.11271481481481474,0.0482605925925926
0.999999,0.11867277777777775,0.07020492592592593,0.0482605925925926
1.0,0.11139140740740736,0.07478759259259259,0.0482605925925926
1.0,0.11573222222222218,0.07013892592592594,0.0482605925925926
1.0,0.11811274074074067,0.07008437037037038,0.0482605925925926
1.0,0.11503214814814812,0.0787484074074074,0.0482605925925926
1.0,0.11629237037037032,0.0788044074074074,0.0482605925925926
1.0,0.11783266666666661,0.07875703703703703,0.0482605925925926
1.0,0.11461203703703698,0.08322033333333333,0.0482605925925926
1.0,0.11552222222222219,0.07443992592592592,0.0482605925925926
1.0,0.11447199999999996,0.07886781481481482,0.0482605925925926
1.0,0.1161523333333333,0.07444566666666665,0.0482605925925926
1.0,0.11587225925925924,0.07453555555555555,0.0482605925925926
1.0,0.11552222222222218,0.07443992592592592,0.0482605925925926
1.0,0.1161523333333333,0.07008466666666667,0.0482605925925926
1.0,0.114612037037037,0.0744565925925926,0.0482605925925926
1.0,0.11447199999999995,0.07445537037037037,0.0482605925925926
1.0,0.11475207407407405,0.0787807037037037,0.0482605925925926
1.0,0.11615233333333329,0.0744328888888889,0.0482605925925926
0.999999,0.12049314814814809,0.07468174074074074,0.0482605925925926
1.0,0.11538218518518512,0.07020755555555556,0.0482605925925926
1.0,0.11412196296296291,0.07876348148148148,0.0482605925925926
1.0,0.11748262962962956,0.07882329629629631,0.0482605925925926
1.0,0.11538218518518516,0.07878677777777778,0.0482605925925926
1.0,0.11552222222222218,0.07877270370370369,0.0482605925925926
1.0,0.11629237037037035,0.07447955555555555,0.0482605925925926
1.0,0.1152421481481481,0.074408,0.0482605925925926
0.999999,0.12063318518518515,0.07457248148148148,0.0482605925925926
1.0,0.11279166666666665,0.07472125925925927,0.0482605925925926
1.0,0.11461203703703697,0.07445714814814813,0.0482605925925926
1.0,0.11706251851851848,0.07009974074074075,0.0482605925925926
0.999999,0.11881281481481479,0.07885440740740741,0.0482605925925926
1.0,0.11629237037037032,0.07451962962962962,0.0482605925925926
1.0,0.11734259259259253,0.07007781481481482,0.0482605925925926
1.0,0.11510211111111107,0.07014066666666667,0.0482605925925926
1.0,0.11461203703703698,0.07009774074074074,0.0482605925925926
1.0,0.11384188888888885,0.07881248148148148,0.0482605925925926
1.0,0.11125137037037032,0.07011496296296296,0.0482605925925926
1.0,0.11580229629629626,0.07887362962962961,0.0482605925925926
1.0,0.11538218518518512,0.07459077777777778,0.0482605925925926
1.0,0.11384188888888884,0.07444407407407408,0.0482605925925926
1.0,0.11566225925925921,0.07894448148148149,0.0482605925925926
1.0,0.11643240740740735,0.07437744444444444,0.0482605925925926
1.0,0.1152421481481481,0.0787875925925926,0.0482605925925926
1.0,0.11216155555555553,0.07450655555555556,0.0482605925925926
1.0,0.11601229629629627,0.07461377777777776,0.0482605925925926
1.0,0.11706251851851847,0.07877211111111111,0.0482605925925926
1.0,0.11538218518518513,0.07445740740740742,0.0482605925925926
