Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE
212.83745625,212.83745625,384.234025,269086.01754375,269086.01754375,1275424.0913999998,411.6403,411.6403,798.9355999999998,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
