Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
40.55905799999999,47.2783405,47.127448,4246.19506925,6282.220240874999,6264.907474625,63.97290725000001,74.78615837499999,74.648825125,746.7,746.7,746.7
