Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE,Execution Time
0.3715124999999999,0.6963499999999999,0.7279249999999999,0.9745125,4.0000625,5.4272124999999996,0.8630875,1.6875125,1.9139000000000002,
0.3526125,0.71105,0.7012499999999999,0.8856625,4.390225,3.9405375,0.8364500000000001,1.8020749999999999,1.7994125,
0.3526125,0.71105,0.7012499999999999,0.8856625,4.390225,3.9405375,0.8364500000000001,1.8020749999999999,1.7994125,
0.3526125,0.71105,0.7012499999999999,0.8856625,4.390225,3.9405375,0.8364500000000001,1.8020749999999999,1.7994125,
0.3526125,0.71105,0.7012499999999999,0.8856625,4.390225,3.9405375,0.8364500000000001,1.8020749999999999,1.7994125,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6),=average(E2:E6),=average(F2:F6),=average(G2:G6)
