Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.25288625000000003,0.4916175,0.41760374999999994,1.5202974999999999,2.3132837500000005,1.9564150000000002,1.037715,1.28274375,1.16368,486.9,486.9,486.9
