Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC
0.716940642857143,0.7287220714285716,0.6377976685714286,0.7871239142857144,0.6660497428571428,0.6165134742857143
