MAE,MSE,RMSE
0.9358571428571427,1.8508,1.3129857142857142,
0.9349642857142858,1.8361928571428572,1.3081142857142858,
0.9348214285714286,1.8271785714285715,1.3042999999999998,
0.9403857142857143,1.8205357142857144,1.3059214285714285,
0.9383571428571429,1.8410142857142857,1.3105571428571428,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
