MAE,MSE,RMSE
466.929025,2772595.1003375,938.09725,
455.71070000000003,2802762.4608937497,903.9665437499998,
439.3626875,2709088.4309,889.2342687499998,
453.96835,2727504.7887374996,923.90586875,
458.11920625000005,2820518.28641875,939.5189375,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
