Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
108.40910999999998,234.561986875,230.11944750000004,159929.117360625,522499.9470287499,526527.12313875,290.8929625,460.518916875,445.33583250000004,132.3,132.3,132.3
