Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9999991171428573,0.6904135342857142,0.6923952371428571,0.9999983985714286,0.5045540628571429,0.5078638785714286,1250.26,1250.26,1250.26
