Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
22.442640625000003,53.706523749999995,49.791413750000004,1427.154916875,7540.490674999999,6648.2495606249995,37.287991874999996,85.63914374999999,80.42236437499999,3012.1,3012.1,3012.1
