Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE
276.321725,491.52600000000007,727.3353,497396.71477499994,918435.8027312502,3174581.9918187503,533.168875,739.9583687499999,1357.3065,
274.76055625000004,495.1186125,743.19105625,413423.786625,853249.0482062501,2872118.64215,506.1429875,723.74644375,1291.3001375000001,
276.71186875,499.21248125,728.476725,515504.7274687501,790894.32791875,2880233.2241125004,547.23815625,701.3627437500002,1318.5745562500003,
289.3859,582.7794125,729.04735625,544367.2897812501,1288953.5662500001,2867099.4312500004,565.8102624999999,881.0287437499999,1290.48433125,
276.71186875,514.0294125,730.4304,515504.7274687501,797136.059175,2819502.87224375,547.23815625,717.7577875000002,1303.1255875000002,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6),=average(E2:E6),=average(F2:F6)
