MAE,MSE,RMSE
727.3353,3174581.9918187503,1357.3065,
743.19105625,2872118.64215,1291.3001375000001,
728.476725,2880233.2241125004,1318.5745562500003,
729.04735625,2867099.4312500004,1290.48433125,
730.4304,2819502.87224375,1303.1255875000002,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
