MAE,MSE,RMSE
0.9571,1.885135714285714,1.3255357142857143,
0.9410142857142857,1.8167857142857142,1.3039357142857144,
0.9410142857142857,1.8167857142857142,1.3039357142857144,
0.9410142857142857,1.8167857142857142,1.3039357142857144,
0.9415357142857143,1.8278714285714286,1.307707142857143,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
