MAE,MSE,RMSE
0.9886214285714287,2.019107142857143,1.3911642857142856,
0.9686214285714285,1.9268499999999997,1.3584857142857143,
0.9826857142857143,2.026964285714285,1.3892785714285711,
0.9728928571428571,1.9468785714285712,1.3617642857142855,
0.97705,1.987178571428571,1.3778,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
