Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE
61.24349374999999,153.08655,149.89404374999998,9011.06804375,46860.290174999995,45394.571375,93.09835625,210.22192500000003,206.53553125,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
