MAE,MSE,RMSE
0.8779202222222222,0.7376142592592593,
0.8779202222222222,0.7376142592592593,
0.8779202222222222,0.7376142592592593,
0.8779202222222222,0.7376142592592593,
0.8779202222222222,0.7376142592592593,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
