Train Accuracy,Validation Accuracy,Test Accuracy,Train F-Measure,Validation F-Measure,Test F-Measure,Train Precision,Validation Precision,Test Precision,Train Recall,Validation Recall, Test Recall,Total Nodes,Total Leaves,Train Balance,Validation Balance,Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
53.67888125,368.95697499999994,636.978775,32008.5579125,1175062.7963875001,6489663.36575,136.82735,689.35009375,1512.15065625,0.21909375,1.10745,2.3079124999999996,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2),=average(H2:H2),=average(I2:I2),=average(J2:J2),=average(K2:K2),=average(L2:L2),=average(M2:M2),=average(N2:N2),=average(O2:O2),=average(P2:P2),=average(Q2:Q2),=average(R2:R2),=average(S2:S2),=average(T2:T2),=average(U2:U2),=average(V2:V2),=average(W2:W2),=average(X2:X2),=average(Y2:Y2),=average(Z2:Z2)
