Generation, Fitness
0,9809.8627625
1,9816.82723125
2,9821.7223375
3,9821.7223375
4,9822.36389375
5,9822.36389375
6,9822.36389375
7,9822.36389375
8,9822.36389375
9,9822.36389375
10,9822.36389375
11,9822.36389375
12,9822.36389375
13,9822.36389375
14,9822.36389375
15,9822.36389375
16,9822.36389375
17,9822.67135625
18,9822.67135625
19,9822.67135625
20,9822.67135625
21,9822.67135625
22,9822.67135625
23,9822.67135625
24,9822.67135625
25,9822.67135625
26,9822.67135625
27,9822.67135625
28,9822.67135625
29,9822.67135625
30,9822.67135625
31,9822.67135625
32,9822.67135625
33,9822.67135625
34,9822.67135625
35,9822.67135625
36,9822.67135625
37,9822.67135625
38,9822.67135625
39,9822.67135625
40,9822.67135625
41,9822.67135625
42,9822.67135625
43,9822.67135625
44,9822.67135625
45,9822.67135625
46,9822.67135625
47,9822.67135625
48,9822.67135625
49,9824.831325
50,9824.831325
51,9824.831325
52,9824.831325
53,9824.831325
54,9824.831325
55,9824.831325
56,9824.831325
57,9824.831325
58,9824.831325
59,9824.831325
60,9824.831325
61,9824.831325
62,9824.831325
63,9824.831325
64,9824.831325
65,9824.831325
66,9824.831325
67,9824.831325
68,9824.831325
69,9824.831325
70,9824.831325
71,9824.831325
72,9824.831325
73,9824.831325
74,9824.831325
75,9824.831325
76,9824.831325
77,9824.831325
78,9824.831325
79,9824.831325
80,9824.831325
81,9824.831325
82,9824.831325
83,9824.831325
84,9824.831325
85,9824.831325
86,9824.831325
87,9824.831325
88,9824.831325
89,9824.831325
90,9824.831325
91,9824.831325
92,9824.831325
93,9824.831325
94,9824.831325
95,9824.831325
96,9824.831325
97,9824.831325
98,9824.831325
99,9824.831325
100,9824.831325
101,9824.831325
102,9824.831325
103,9824.831325
104,9824.831325
105,9824.831325
106,9824.831325
107,9824.831325
108,9824.831325
109,9824.831325
110,9824.831325
111,9824.831325
112,9824.831325
113,9824.831325
114,9824.831325
115,9824.831325
116,9824.831325
117,9824.831325
118,9824.831325
119,9824.831325
120,9824.831325
121,9824.831325
122,9824.831325
123,9824.831325
124,9824.831325
125,9824.831325
126,9824.831325
127,9824.831325
128,9824.831325
129,9824.831325
130,9824.831325
131,9824.831325
132,9824.831325
133,9824.831325
134,9824.831325
135,9824.831325
136,9824.831325
137,9824.831325
138,9824.831325
139,9824.831325
140,9824.831325
141,9824.831325
142,9824.831325
143,9824.831325
144,9824.831325
145,9824.831325
146,9824.831325
147,9824.831325
148,9824.831325
149,9824.831325
150,9824.831325
151,9829.22864375
152,9829.22864375
153,9829.22864375
154,9829.22864375
155,9829.22864375
156,9829.22864375
157,9829.22864375
158,9829.22864375
159,9829.22864375
160,9829.22864375
161,9829.22864375
162,9829.22864375
163,9829.22864375
164,9829.22864375
165,9829.22864375
166,9829.22864375
167,9829.22864375
168,9829.22864375
169,9829.22864375
170,9829.22864375
171,9829.22864375
172,9829.22864375
173,9829.22864375
174,9829.22864375
175,9829.22864375
176,9829.22864375
177,9829.22864375
178,9829.22864375
179,9829.22864375
180,9829.22864375
181,9829.22864375
182,9829.22864375
183,9829.22864375
184,9829.22864375
185,9829.22864375
186,9829.22864375
187,9829.22864375
188,9829.22864375
189,9829.22864375
190,9829.22864375
191,9829.22864375
192,9829.22864375
193,9829.22864375
194,9829.22864375
195,9829.22864375
196,9829.22864375
197,9829.22864375
198,9829.22864375
199,9829.22864375
200,9829.22864375
201,9829.22864375
202,9829.22864375
203,9829.22864375
204,9829.22864375
205,9829.22864375
206,9829.22864375
207,9829.22864375
208,9829.22864375
209,9829.22864375
210,9829.22864375
211,9829.22864375
212,9829.22864375
213,9829.22864375
214,9829.22864375
215,9829.22864375
216,9829.22864375
217,9829.22864375
218,9829.22864375
219,9829.22864375
220,9829.22864375
221,9829.22864375
222,9829.22864375
223,9829.22864375
224,9829.22864375
225,9829.22864375
226,9829.22864375
227,9829.22864375
228,9829.22864375
229,9829.22864375
230,9829.22864375
231,9829.22864375
232,9829.22864375
233,9829.22864375
234,9829.22864375
235,9829.22864375
236,9829.22864375
237,9829.22864375
238,9829.22864375
239,9829.22864375
240,9829.22864375
241,9829.22864375
242,9829.22864375
243,9829.22864375
244,9829.22864375
245,9829.22864375
246,9829.22864375
247,9829.22864375
248,9829.22864375
249,9829.22864375
250,9829.22864375
251,9829.22864375
252,9829.22864375
253,9829.22864375
254,9829.22864375
255,9829.22864375
256,9829.22864375
257,9829.22864375
258,9829.22864375
259,9829.22864375
260,9829.22864375
261,9829.22864375
262,9829.22864375
263,9829.22864375
264,9829.22864375
265,9829.22864375
266,9829.22864375
267,9829.22864375
268,9829.22864375
269,9829.22864375
270,9829.22864375
271,9829.22864375
272,9829.22864375
273,9829.22864375
274,9829.22864375
275,9829.22864375
276,9829.22864375
277,9829.22864375
278,9829.22864375
279,9829.22864375
280,9829.22864375
281,9829.22864375
282,9829.22864375
283,9829.22864375
284,9829.22864375
285,9829.22864375
286,9829.22864375
287,9829.22864375
288,9829.22864375
289,9829.22864375
290,9829.22864375
291,9829.22864375
292,9829.22864375
293,9829.22864375
294,9829.22864375
295,9829.22864375
296,9829.22864375
297,9829.22864375
298,9829.22864375
299,9829.22864375
300,9829.22864375
301,9830.530325
302,9830.530325
303,9830.530325
304,9830.530325
305,9830.530325
306,9830.530325
307,9830.530325
308,9830.530325
309,9830.530325
310,9830.530325
311,9830.530325
312,9830.530325
313,9830.530325
314,9830.530325
315,9830.530325
316,9830.530325
317,9830.530325
318,9830.530325
319,9830.530325
320,9830.530325
321,9830.530325
322,9830.530325
323,9830.530325
324,9830.530325
325,9830.530325
326,9830.530325
327,9830.530325
328,9830.530325
329,9830.530325
330,9830.530325
331,9830.530325
332,9830.530325
333,9830.530325
334,9830.530325
335,9830.530325
336,9830.530325
337,9830.530325
338,9830.530325
339,9830.530325
340,9830.530325
341,9830.530325
342,9830.530325
343,9830.530325
344,9830.530325
345,9830.530325
346,9830.530325
347,9830.530325
348,9830.530325
349,9830.530325
350,9830.530325
351,9830.530325
352,9830.530325
353,9830.530325
354,9830.530325
355,9830.530325
356,9830.530325
357,9830.530325
358,9830.530325
359,9830.530325
360,9830.530325
361,9830.530325
362,9830.530325
363,9830.530325
364,9830.530325
365,9830.530325
366,9830.530325
367,9830.530325
368,9830.530325
369,9830.530325
370,9830.530325
371,9830.530325
372,9830.530325
373,9830.530325
374,9830.530325
375,9830.530325
376,9830.530325
377,9830.530325
378,9830.530325
379,9830.530325
380,9830.530325
381,9830.530325
382,9830.530325
383,9830.530325
384,9830.530325
385,9830.530325
386,9830.530325
387,9830.530325
388,9830.530325
389,9830.530325
390,9830.530325
391,9830.530325
392,9830.530325
393,9830.530325
394,9830.530325
395,9830.530325
