Train Accuracy,Validation Accuracy,Test Accuracy,Train F-Measure,Validation F-Measure,Test F-Measure,Train Precision,Validation Precision,Test Precision,Train Recall,Validation Recall, Test Recall,Total Nodes,Total Leaves,Train Balance,Validation Balance,Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
0.28426428571428575,0.8710214285714286,0.8552785714285714,0.3320785714285714,2.2158142857142855,2.1170642857142856,0.5611285714285714,1.3723571428571428,1.4170500000000001,0.45307857142857133,1.13655,1.1566642857142857,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2),=average(H2:H2),=average(I2:I2),=average(J2:J2),=average(K2:K2),=average(L2:L2),=average(M2:M2),=average(N2:N2),=average(O2:O2),=average(P2:P2),=average(Q2:Q2),=average(R2:R2),=average(S2:S2),=average(T2:T2),=average(U2:U2),=average(V2:V2),=average(W2:W2),=average(X2:X2),=average(Y2:Y2),=average(Z2:Z2)
