MAE,MSE,RMSE
5.8238375,245.041025,13.0394875,
5.8238375,245.041025,13.0394875,
5.8238375,245.041025,13.0394875,
5.8238375,245.041025,13.0394875,
5.8238375,245.041025,13.0394875,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
