MAE,MSE,RMSE
357.53021249999995,502477.49158750003,553.0724687500001,
334.3085875,444186.95713125006,520.4780874999999,
329.89093125,470168.3239,527.9189624999999,
333.6254125,464565.97488750005,529.81715625,
333.34524375,461936.3797,530.7299562500001,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
