Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC, Execution Time
0.9630990740740741,0.8911680740740741,0.8911680740740741,0.8172574444444444,0.7784163333333333,0.7784163333333333,
0.9452057777777777,0.9085332222222221,0.9085332222222221,0.8115533703703703,0.8092491111111111,0.8092491111111111,
0.9285866296296298,0.8900284814814815,0.8900284814814815,0.8112348888888888,0.7783751481481481,0.7783751481481481,
0.9261897407407408,0.9074074074074074,0.9074074074074074,0.8026781111111111,0.815376,0.815376,
0.9456027037037038,0.9091168148148149,0.9091168148148149,0.7922324814814814,0.8154321111111111,0.8154321111111111,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6),=average(E2:E6),=average(F2:F6),=average(G2:G6)
