Train MAE,Validation MAE,Test MAE,Train MSE,Validation MSE,Test MSE,Train RMSE,Validation RMSE,Test RMSE
0.4090375,0.4090375,21.09225,0.718,0.718,1236.1851250000002,0.687925,0.687925,29.09225,
0.4090375,0.4090375,21.09225,0.718,0.718,1236.1851250000002,0.687925,0.687925,29.09225,
=average(A2:A3),=average(B2:B3),=average(C2:C3),=average(D2:D3),=average(E2:E3),=average(F2:F3)
