Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.7326711052631578,0.2538808421052632,0.17650789473684214,0.058550473684210534,0.05345394736842105,0.05263152631578947,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
