Train Accuracy,Validation Accuracy,Test Accuracy,Train F1,Validation F1,Test F1,Train WMSEnominal,Validation WMSEnominal,Test WMSEnominal
0.9993775287892935,0.9993775287892935,0.8982863460475405,0.9932295555555556,0.9932295555555556,NaN,0.012923997417927524,0.012923997417927524,1.0432216820974491,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
