Train AUROC, Train AUPRC, Test AUROC, Test AUPRC
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.5168583333333333,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.8858593333333333,0.2893085,0.3626945000000001,0.31073449999999997
0.7741336666666667,0.287212,0.33273766666666665,0.31073449999999997
0.6946763333333333,0.3127185,0.3092358333333333,0.31073449999999997
0.662408,0.2851155,0.3487278333333333,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.5168583333333333,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.806402,0.31481500000000007,0.42371,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.806402,0.314815,0.39603283333333333,0.31073449999999997
0.7741336666666667,0.287212,0.36836599999999997,0.31073449999999997
0.644609,0.3053808333333334,0.4697346666666667,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.5423619999999999,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7563346666666666,0.3074773333333334,0.38399200000000006,0.31073449999999997
0.644609,0.3053808333333334,0.4957941666666667,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.6946763333333333,0.3127185,0.3589003333333333,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.43120683333333326,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7741336666666667,0.287212,0.33273766666666665,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.4725783333333333,0.31073449999999997
0.662408,0.2851155,0.3423796666666666,0.31073449999999997
0.8858593333333333,0.2893085,0.36043833333333336,0.31073449999999997
0.644609,0.3053808333333334,0.5160195,0.31073449999999997
0.644609,0.3053808333333334,0.5160195,0.31073449999999997
0.7741336666666667,0.287212,0.36520083333333336,0.31073449999999997
0.8858593333333333,0.2893085,0.36014999999999997,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.644609,0.3053808333333334,0.4957941666666667,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.48937283333333337,0.31073449999999997
0.806402,0.314815,0.38011766666666663,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.431926,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.4725783333333333,0.31073449999999997
0.644609,0.3053808333333334,0.32305766666666663,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.48937283333333337,0.31073449999999997
0.6946763333333333,0.3127185,0.37175049999999993,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.6946763333333333,0.3127185,0.36017283333333333,0.31073449999999997
0.7741336666666667,0.287212,0.33190749999999997,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.644609,0.3053808333333334,0.4497571666666667,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.40382483333333336,0.31073449999999997
0.7741336666666667,0.287212,0.3336645,0.31073449999999997
0.662408,0.2851155,0.3442796666666666,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.431926,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.644609,0.3053808333333334,0.4697346666666667,0.31073449999999997
0.662408,0.2851155,0.331541,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.39790250000000005,0.31073449999999997
0.806402,0.31481500000000007,0.42371,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.7422526666666668,0.3057301666666667,0.651893,0.31073449999999997
0.6946763333333333,0.31271850000000007,0.40650499999999995,0.31073449999999997
0.662408,0.2851155,0.3423796666666666,0.31073449999999997
0.7563346666666667,0.3074773333333334,0.5423619999999999,0.31073449999999997
0.644609,0.3053808333333334,0.3864983333333334,0.31073449999999997
