Train Accuracy, Train F1, Train WMSEnominal, Test Accuracy, Test F1, Test WMSEnominal
0.8195918367346938,0.8452315714285714,0.6330055431551379,0.518796992481203,0.5180624285714286,1.7883730330794732
0.88,0.9070467142857143,0.4972285868369502,0.5338345864661653,0.6003312857142857,2.0553428801012155
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.5789473684210525,0.5839625714285714,1.8859158223519776
0.8375510204081633,0.8561420000000001,0.567899677599418,0.518796992481203,NaN,1.731181917717836
0.88,0.9070467142857143,0.4972285868369502,0.5187969924812029,0.5627397142857143,2.0502922351515926
0.8195918367346938,0.8452315714285714,0.6330055431551379,0.518796992481203,0.5180624285714286,1.7883730330794732
0.7975510204081634,0.8201692857142857,0.6852809174525772,0.6466165413533834,0.6134585714285714,1.3264940522574542
0.8497959183673469,0.876139142857143,0.5651170649960441,0.5338345864661653,0.5772225714285714,2.0251424080553275
0.8514285714285714,0.8802835714285714,0.5985568961345393,0.6090225563909774,0.596211,1.5145592722703876
0.8195918367346938,0.8452315714285715,0.6330055431551379,0.5338345864661653,NaN,1.7905311724859263
0.8212244897959183,0.849376,0.666445374293633,0.6090225563909775,0.5743435714285715,1.3164728226094815
0.8497959183673469,0.876139142857143,0.5651170649960441,0.4887218045112781,NaN,2.125265018400237
0.8375510204081633,0.856142,0.5678996775994178,0.6691729323308271,0.6580164285714286,1.3783823497586813
0.8375510204081633,0.856142,0.5678996775994178,0.6691729323308271,0.6580164285714286,1.3783823497586813
0.8497959183673469,0.8761391428571429,0.565117064996044,0.5338345864661653,NaN,1.8167616261219646
0.8799999999999999,0.9070467142857144,0.4972285868369502,0.4887218045112781,0.5585908571428572,2.2973035141873863
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6240601503759399,0.6505398571428572,1.6833099875600384
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.5789473684210528,0.6177159999999999,1.828800555304532
0.8212244897959183,0.8493760000000001,0.6664453742936332,0.6691729323308271,0.6629925714285715,1.2263473833915488
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.5789473684210525,0.5839625714285714,1.8859158223519776
0.8514285714285714,0.8802835714285714,0.5985568961345393,0.5037593984962406,0.5424032857142856,1.9325924124880498
0.8783673469387755,0.9029022857142858,0.46378875569845496,0.5639097744360902,0.6047322857142857,2.1469605878548825
0.8799999999999999,0.9070467142857143,0.4972285868369502,0.5939849624060151,0.6132535714285714,1.8307832964515354
0.8661224489795919,0.8829051428571428,0.4665713683018288,0.5488721804511278,NaN,1.875727003848319
0.8783673469387755,0.9029022857142858,0.46378875569845496,0.5789473684210528,0.6131018571428573,2.0812469376132587
0.849795918367347,0.876139142857143,0.565117064996044,0.6390977443609023,0.6526964285714286,1.5287776969806348
0.8375510204081633,0.8561420000000001,0.5678996775994178,0.6090225563909774,NaN,1.5326082479324472
0.8212244897959184,0.849376,0.666445374293633,0.5639097744360902,0.5676035714285714,1.498712830372698
0.8661224489795919,0.8829051428571429,0.4665713683018288,0.6240601503759399,0.6312984285714286,1.860638387221422
0.8375510204081633,0.856142,0.5678996775994178,0.5639097744360902,0.5191007142857142,1.6643942306208468
0.8514285714285714,0.8802835714285714,0.5985568961345393,0.6090225563909774,0.596211,1.5145592722703876
0.8212244897959184,0.849376,0.666445374293633,0.5338345864661653,0.5441785714285714,1.6484507619251507
0.8375510204081633,0.856142,0.567899677599418,0.6691729323308271,0.648582,1.4704454207145978
0.8497959183673469,0.8761391428571429,0.565117064996044,0.5037593984962406,0.5339250000000001,2.176613131952766
0.8783673469387754,0.9029022857142858,0.46378875569845496,0.4887218045112783,0.5329025714285714,2.3744121899807715
0.8497959183673469,0.8761391428571429,0.565117064996044,0.5037593984962406,0.5339250000000001,2.1335997098929
0.849795918367347,0.876139142857143,0.565117064996044,0.6090225563909775,0.6362208571428571,1.7788471590229722
0.8497959183673469,0.8761391428571427,0.5651170649960441,0.6090225563909774,0.6264921428571428,1.7032559594636434
0.8375510204081633,0.856142,0.5678996775994178,0.6691729323308271,0.6580164285714286,1.3783823497586813
0.8375510204081633,0.856142,0.5678996775994178,0.6691729323308271,0.6580164285714286,1.3783823497586813
0.8212244897959183,0.849376,0.6664453742936332,0.6842105263157894,0.6773115714285715,1.1948786097684365
0.8212244897959183,0.849376,0.6664453742936332,0.6842105263157894,0.669252,1.189542543336185
0.8497959183673469,0.8761391428571429,0.565117064996044,0.5488721804511278,0.5671351428571428,1.9179430018544619
0.8497959183673468,0.876139142857143,0.5651170649960441,0.6691729323308271,0.6716334285714287,1.356174054759446
0.849795918367347,0.8761391428571427,0.5651170649960441,0.5639097744360901,0.5830195714285714,1.7355701367286873
0.88,0.9070467142857142,0.4972285868369502,0.6090225563909775,0.636057,1.7084598146563033
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.5789473684210525,NaN,1.6543365945512587
0.8261224489795919,0.8469324285714286,0.5839526081549881,0.6315789473684211,NaN,1.4828729291406357
0.8799999999999999,0.9070467142857144,0.4972285868369502,0.5037593984962406,0.5481171428571429,2.2664895860234835
0.8212244897959183,0.8493760000000001,0.6664453742936332,0.5939849624060151,0.6124787142857143,1.5099247199314283
0.8212244897959183,0.849376,0.666445374293633,0.6390977443609023,0.6153164285714287,1.2938181083639448
0.8195918367346938,0.8452315714285714,0.6330055431551379,0.6090225563909774,0.6183194285714286,1.6216141836163624
0.8661224489795919,0.8829051428571429,0.4665713683018288,0.6240601503759399,0.6312984285714286,1.860638387221422
0.8195918367346939,0.8452315714285715,0.6330055431551378,0.6842105263157895,0.6828318571428572,1.3324078117194094
0.8514285714285714,0.8802835714285714,0.5985568961345393,0.4887218045112781,0.5048117142857144,1.927541767538427
0.8514285714285714,0.8802835714285714,0.5985568961345393,0.6090225563909774,0.596211,1.5145592722703876
0.8497959183673469,0.8761391428571429,0.565117064996044,0.5338345864661653,0.5400198571428572,1.920461291683991
0.8375510204081634,0.8561420000000001,0.567899677599418,0.5488721804511278,NaN,1.7358349160661883
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6090225563909775,0.6244519999999999,1.7429486555716764
0.8375510204081633,0.856142,0.567899677599418,0.6691729323308271,0.648582,1.4704454207145978
0.8212244897959184,0.849376,0.666445374293633,0.5338345864661653,0.5250915714285714,1.6066003313725035
0.8661224489795919,0.8829051428571429,0.46657136830182877,0.5488721804511278,0.553837,2.009714119940614
0.8375510204081633,0.856142,0.567899677599418,0.6992481203007518,0.6760984285714287,1.307232274985931
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6240601503759399,0.6620435714285714,1.7479993005212988
0.88,0.9070467142857144,0.4972285868369502,0.5338345864661653,0.5734995714285714,2.039226574758534
0.8375510204081633,0.856142,0.5678996775994178,0.5939849624060151,0.580555,1.5274580824778734
0.8195918367346939,0.8452315714285714,0.6330055431551378,0.6090225563909775,0.5879234285714287,1.448236183083133
0.8783673469387754,0.9029022857142859,0.46378875569845496,0.518796992481203,0.5750007142857143,2.24881068038721
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6090225563909775,0.6244519999999999,1.7429486555716764
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6541353383458646,0.6801255714285714,1.6768492257485488
0.8375510204081634,0.8561420000000001,0.5678996775994178,0.5939849624060151,NaN,1.587491142932573
0.8783673469387754,0.9029022857142859,0.46378875569845496,0.45864661654135336,NaN,2.431486504118648
0.9085714285714285,0.9338098571428572,0.3959002775393611,0.4736842105263158,0.5582707142857144,2.69188458902448
0.9085714285714285,0.9338098571428571,0.3959002775393611,0.5789473684210525,0.6469305714285715,2.195766497068667
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6541353383458646,0.6801255714285714,1.6768492257485488
0.8497959183673469,0.8761391428571429,0.5651170649960441,0.6240601503759399,0.6620435714285714,1.7479993005212988
0.88,0.9070467142857142,0.4972285868369502,0.5187969924812029,0.5647798571428572,2.0105995390435596
0.849795918367347,0.8761391428571427,0.5651170649960441,0.5639097744360901,0.5830195714285714,1.7355701367286873
0.8212244897959183,0.849376,0.666445374293633,0.6390977443609023,0.6153164285714287,1.2508046863040785
0.8212244897959183,0.849376,0.666445374293633,0.6390977443609023,0.6153164285714287,1.2508046863040785
0.8195918367346939,0.8452315714285715,0.6330055431551379,0.6541353383458646,0.6423424285714285,1.4113065806598883
0.8195918367346938,0.8452315714285715,0.6330055431551379,0.5939849624060151,0.6129708571428572,1.6725446617157493
0.8799999999999999,0.9070467142857144,0.4972285868369502,0.5488721804511277,0.5619784285714287,1.9710284603966972
0.9085714285714285,0.9338098571428571,0.3959002775393611,0.5338345864661653,0.5856268571428572,2.367701751761325
0.8261224489795919,0.8469324285714286,0.5839526081549881,0.631578947368421,0.6179041428571429,1.7489892666663542
0.8212244897959184,0.849376,0.6664453742936332,0.6090225563909774,0.6267977142857142,1.414387548468494
0.8375510204081633,0.856142,0.567899677599418,0.5939849624060151,0.5541914285714286,1.510066372209258
0.8783673469387755,0.9029022857142859,0.46378875569845496,0.5789473684210525,0.6238218571428572,2.165566025022779
0.88,0.9070467142857143,0.4972285868369502,0.5488721804511278,0.5890025714285715,2.073016029455501
0.8799999999999999,0.9070467142857144,0.4972285868369502,0.5789473684210525,0.597911,1.9850689679120588
0.8497959183673469,0.876139142857143,0.565117064996044,0.5037593984962406,0.536726,2.1619989152614623
0.8195918367346938,0.8452315714285714,0.6330055431551379,0.5037593984962406,NaN,1.8823959515089859
0.8497959183673468,0.876139142857143,0.5651170649960441,0.6240601503759399,0.6203582857142858,1.496419218704608
0.8497959183673469,0.876139142857143,0.5651170649960441,0.5488721804511278,0.5828354285714286,1.8689145469769748
0.8799999999999999,0.9070467142857143,0.4972285868369502,0.5639097744360902,0.5943165714285714,1.950420448742474
0.8212244897959184,0.8493760000000001,0.6664453742936332,0.5939849624060151,0.615935,1.508229149432479
0.8661224489795919,0.8829051428571429,0.4665713683018288,0.6240601503759399,0.6443667142857142,1.923079966473452
