Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
5.290625,6.706185,5.42545125,224.46528000000004,307.18629,226.79458250000002,12.020039999999998,12.859707499999999,12.164997500000002
