Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.9990738860794129,0.9990738860794129,0.9013275373971894,NaN,NaN,NaN,0.03311675264572657,0.03311675264572657,1.1114559237248973
