Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9731124022222224,0.8470124466666666,0.8482132192592593,0.8761974755555555,0.6900714170370371,0.6933541814814814,56.85999999999999,56.85999999999999,56.85999999999999
