Accuracy,F-Measure,Precision,Recall,Total Nodes,Total Leaves,Balance,AUC,Gmean,AvgClassAccuracy
523.7087687499999,2295784.4738375004,1091.09445625,0.914275,0.0,0.0,0.0,0.0,0.0,0.0
