Train Accuracy, Validation Accuracy, Test Accuracy, Train F-Measure, Validation F-Measure, Test F-Measure, Train Precision, Validation Precision, Test Precision, Train Recall, Validation Recall, Test Recall, Train Total Nodes, Validation Total Nodes, Test Total Nodes, Train Total Leaves, Validation Total Leaves, Test Total Leaves, Train Balance, Validation Balance, Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
155.91655,444.6613562499999,523.7087687499999,166147.53773125002,1674855.9532749997,2295784.4738375004,334.4690625,896.3302749999999,1091.09445625,0.28300625,0.7824375,0.914275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
