MAE,MSE,RMSE
386.38115625,1625159.95359375,788.34556875,
372.75948125,1512813.9105625001,738.80589375,
374.504925,1478770.406675,707.7352375,
374.32646250000005,1524353.8054812502,744.149175,
374.64408750000007,1569632.0493875,764.623425,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
