MAE,MSE,RMSE
454.01000624999995,839592.21948125,702.69853125,
434.58750625000005,682349.61705625,670.7604124999999,
437.83225000000004,778363.0851062501,665.10500625,
430.1277625,651750.9632437499,639.18378125,
421.0534062500001,610629.3246875,622.0797125,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
