Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9727855740740742,0.8352953259259259,0.8356614666666665,0.8389532111111109,0.5950098444444444,0.601729837037037,174.6,174.6,174.6
