Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.7666893157894737,0.20951894736842108,0.17225952631578945,0.04619968421052632,0.056875947368421054,0.05345394736842105,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)

