Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.8707348833333335,0.8044304666666667,0.7468556000000001,0.7653793999999999,0.6435261333333333,0.5745585,0.54,0.54,0.54
