Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.7405740228571428,0.6141536157142857,0.6055331300000001,0.5698672357142855,0.4051742528571429,0.40256630428571427,69.32000000000001,69.32000000000001,69.32000000000001
