Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9999922473684212,0.8675900463157895,0.8783157052631578,0.999903554736842,0.5395974,0.5502601831578946,249.57999999999998,249.57999999999998,249.57999999999998
