Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
108.62818,233.22094625000005,229.98624375,149332.216168125,542415.5300225002,519432.86542062496,288.05351062499994,456.16729625,448.87446312500003,360.5,360.5,360.5
