MAE,MSE,RMSE
402.91194999999993,1932861.5114062498,869.94866875,
376.02353125,1654376.7481625003,820.4394375,
372.3241,1640262.1760187503,809.6947375000001,
377.2883,1676293.7814875,834.877475,
376.12476875000004,1669968.5573125002,822.22424375,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
