Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.388209,0.7220605,0.6985432500000001,0.9460137499999999,5.8996302499999995,4.1084517499999995,0.84006175,1.9669072499999998,1.6770517499999997,1324.6599999999999,1324.6599999999999,1324.6599999999999
