Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.7992516450180306,0.7992516450180306,0.7196439628482972,NaN,NaN,NaN,0.6947224940308913,0.6947224940308913,0.9844778143594854
