Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
181.187974,205.45154899999997,206.128803625,281425.83265000005,581029.12423075,572933.4671263751,389.17410600000005,417.04096825,417.99376812500003,23.259999999999998,23.259999999999998,23.259999999999998
