Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.8240588333333332,0.8249458333333333,0.8249458333333333,0.6569763333333334,0.6734988333333333,0.6734988333333333,0.04,0.04,0.04
