TrainVal MAE,Validation MAE,Test MAE,TrainVal MSE,Validation MSE,Test MSE,TrainVal RMSE,Validation RMSE,Test RMSE,Execution Time
175.95984375,383.4687125,438.3946249999999,282614.35973749997,576874.46473125,1480262.79881875,398.62966874999995,601.8999562500001,899.44745,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2)
