Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.830877142857143,0.7291368571428573,0.6087034285714286,0.6543511428571429,0.5378151428571428,0.4857142857142857,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
