Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.3955357142857142,0.8261450000000001,0.826637857142857,0.3213992857142857,1.3478907142857142,1.34848,0.5548514285714286,1.1306578571428572,1.1301735714285714,217.8,217.8,217.8
