Train Accuracy,Validation Accuracy,Test Accuracy,Train F1,Validation F1,Test F1,Train WMSEnominal,Validation WMSEnominal,Test WMSEnominal
0.980671506352087,0.980671506352087,0.9425101214574899,NaN,NaN,NaN,0.538327033251491,0.538327033251491,1.8491947534399278,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
