Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC
0.9860673777777779,0.8466934444444444,0.8470444370370371,0.8484154703703704,0.6809601037037039,0.6930245148148149
