MAE,MSE,RMSE
0.6014757142857142,0.38531450000000006,
0.5737940714285715,0.3824781428571429,
0.5719041428571429,0.38906528571428567,
0.5677526428571429,0.3886175,
0.5964254999999999,0.397748,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
