TrainVal MAE,Validation MAE,Test MAE,TrainVal MSE,Validation MSE,Test MSE,TrainVal RMSE,Validation RMSE,Test RMSE,Execution Time
174.740075,380.13312499999995,433.24331249999994,238434.50413124997,621520.3416062499,1320518.17575625,372.996775,610.2121374999999,852.35835625,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2),=average(G2:G2)
