Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.7173761457142859,0.7286115257142858,0.6382659257142856,0.7882104000000001,0.6658389628571428,0.6160858657142858,19.060000000000002,19.060000000000002,19.060000000000002
