MAE,MSE,RMSE
291.29728124999997,569947.48975625,477.08706875000007,
288.52233125,578769.35300625,466.6235375,
286.0203625,561940.321525,457.70154375000004,
286.99821875,564206.6450875,463.81329375000007,
283.53741875,557357.290825,449.60670625,
=average(A2:A6),=average(B2:B6),=average(C2:C6)
