Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE
0.39899999999999997,0.39899999999999997,21.100187499999997,0.6799499999999998,0.6799499999999998,1236.3453750000003,0.6694125,0.6694125,29.0946875
