Train AUROC,Validation AUROC,Test AUROC,Train AUPRC,Validation AUPRC,Test AUPRC
0.5545298421052631,0.2648115789473685,0.08087721052631577,0.045346894736842114,0.055137789473684216,0.0502747894736842,
=average(A2:A2),=average(B2:B2),=average(C2:C2),=average(D2:D2),=average(E2:E2),=average(F2:F2)
