Train AUROC, Validation AUROC, Test AUROC, Train AUPRC, Validation AUPRC, Test AUPRC, Train Execution Time, Validation Execution Time, Test Execution Time
0.9767509259259262,0.852195525925926,0.8475661111111112,0.8767389296296295,0.6987342666666667,0.6957852296296296,212.4,212.4,212.4
