Train MAE, Validation MAE, Test MAE, Train MSE, Validation MSE, Test MSE, Train RMSE, Validation RMSE, Test RMSE, Train Execution Time, Validation Execution Time, Test Execution Time
0.3927478571428572,0.8300164285714284,0.824575,0.31667214285714285,1.362955,1.3433085714285715,0.551325,1.1361371428571427,1.1288128571428573,537.4,537.4,537.4
