MAE,MSE,RMSE,Execution Time
353.42668125,1303140.2545125,706.8252999999999,
332.42781875,742916.2078875001,629.6313749999999,
333.77441875,725962.9920687501,625.2011,
318.35325,739638.59083125,618.03589375,
=average(A2:A6),=average(B2:B6),=average(C2:C6),=average(D2:D6)
