Train Accuracy, Validation Accuracy, Test Accuracy, Train F-Measure, Validation F-Measure, Test F-Measure, Train Precision, Validation Precision, Test Precision, Train Recall, Validation Recall, Test Recall, Train Total Nodes, Validation Total Nodes, Test Total Nodes, Train Total Leaves, Validation Total Leaves, Test Total Leaves, Train Balance, Validation Balance, Test Balance, Train AUC, Validation AUC, Test AUC, Train Gmean, Validation Gmean, Test Gmean, Train AvgClassAccuracy, Validation AvgClassAccuracy, Test AvgClassAccuracy
0.28426428571428575,0.8710214285714286,0.8552785714285714,0.3320785714285714,2.2158142857142855,2.1170642857142856,0.5611285714285714,1.3723571428571428,1.4170500000000001,0.45307857142857133,1.13655,1.1566642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
